Index,Smiles
3832,CC1C=CN=C1NO
3833,CC1CCN=C1NO
3834,CC1=CC(N)C2OC12
3835,CC1CC(N)C2OC12
3836,CC1=CC=NC=C1O
3837,CN1C=CC(C)=C1O
3838,CC1CCNCC1O
3839,C=C1CCNCC1=O
3840,CC1=CCNCC1O
3841,CC1=CC(N)CC1O
3842,CC1=CC(N)=CC1=O
3843,CC1=CCNCC1=O
3844,CC1(C)CNCC1O
3845,CC1(C)C(N)CC1O
3846,CC1(C)CNCC1=O
3847,CC1(CC#N)CC1O
3848,CC1(CCN)CC1O
3849,CC1C=CN(C)C1=O
3850,CC1CC(N)CC1O
3851,CC1CC(N)=CC1=O
3852,CC1CCN(C)C1=O
3853,CC1CCNCC1=O
3854,CC1=CC(N)=C(C)O1
3855,CC1CCNCCO1
3856,C=C1CCNCCO1
3857,CC1=CCNCCO1
3858,CC1=C(CN)CCO1
3859,CC1=CC(N)CCO1
3860,CC1=CC(N)C=CO1
3861,CC1=CC(N)C(=C)O1
3862,CC1(C)CNCCO1
3863,CC1(CCN)CCO1
3864,CC1CC(N)CCO1
3865,CC1CC(N)C=CO1
3866,CC1CC(N)C(=C)O1
3867,CC1CC(N)C(C)O1
3868,CC1=CC(N)=CN1O
3869,CC1=CCN=CN1O
3870,CC1(C)CN=CN1O
3871,CC1CCN=CN1O
3872,CC1=CC=NC(=N)O1
3873,CC1=CC(N)=C(N)O1
3874,CC1(C)CN=CNO1
3875,CC1(C)CNC(=N)O1
3876,CC1CC(N)C=NO1
3877,CC1CCN=CNO1
3878,CC1CCNC(=N)O1
3879,CC1=CC=NC(O)=C1
3880,CC1=CN(C=O)C=C1
3881,C=C1CCNC(=O)C1
3882,CC1=C(C)NC(=O)C1
3883,CC1=C(CN)COC1
3884,CC1=CC(N)COC1
3885,CC1=CC(N)C(O)C1
3886,CC1=CCNC(=O)C1
3887,CC1(C)CNC(=O)C1
3888,CC1(CCN)COC1
3889,CC1CC(N)(CO)C1
3890,CC1CC(N)C(O)C1
3891,CC1CCNC(=O)C1
3892,CC1=CC=NC(=O)N1
3893,CC1=NN(C=O)C=C1
3894,C=C1CCNC(=O)N1
3895,CC1=CC(=N)C(=O)N1
3896,CC1=CC(N)C(=O)N1
3897,CC1=CCNC(=O)N1
3898,CC1(C)CNC(=O)N1
3899,CC1CC(N)C(=O)N1
3900,CC1CCNC(=O)N1
3901,CC1=CC(N)=C(O)N1
3902,CC1=CC=NC(=O)O1
3903,CC1=CC(N)=C(O)O1
3904,CC1=CC(N)C(=O)O1
3905,CC1(C)CNC(=O)O1
3906,CC1CC(N)C(=O)O1
3907,CC1CCNC(=O)O1
3908,CC1=C(CO)NC=C1
3909,CC1=C(NC=C1)N=O
3910,CC1=NC(=O)NC=C1
3911,CC1=CC=NN1C=O
3912,C=C1CC=NN1C=O
3913,C=C1CCNN1C=O
3914,CC1=CCNN1C=O
3915,CC1(CC=NN1)C=O
3916,CC1C(C#N)N1C=O
3917,CC1C(CN)N1C=O
3918,CC1CC=NN1C=O
3919,CC1CCN(N1)C=O
3920,CC1CCNN1C=O
3921,CC1=CC=NNC1=O
3922,CC1=C(O)N(N)C=C1
3923,C=C1CC=NNC1=O
3924,C=C1CC(=N)NC1=O
3925,C=C1CCNNC1=O
3926,CC1=CC(=N)NC1=O
3927,CC1=CCN(N)C1=O
3928,CC1=CCNNC1=O
3929,CC1(C)C=NNC1=O
3930,CC1(C)CN(N)C1=O
3931,CC1(C)CNNC1=O
3932,CC1C=CN(N)C1=O
3933,CC1C(=O)NN=C1C
3934,CC1C(CN)NC1=O
3935,CC1CC=NNC1=O
3936,CC1CC(=N)NC1=O
3937,CC1CCN(N)C1=O
3938,CC1CCNNC1=O
3939,CC1=CC(=N)N=CO1
3940,CN1OC(C)=CC1=N
3941,C=C1CC=NN=CO1
3942,C=C1CCNN=CO1
3943,CC1=CC=NN=CO1
3944,CC1=CCNN=CO1
3945,CC1(C)CNN=CO1
3946,CC1CC=NN=CO1
3947,CC1CC(=N)N(C)O1
3948,CC1CCNN=CO1
3949,CC1=C(O)NC(N)=C1
3950,CC1=CN(O)C(N)=C1
3951,CC1=CC(=N)NOC1
3952,CC1=CC(=N)N(O)C1
3953,CC1=CC(=N)N(O)O1
3954,CC1=CC(=NO1)C#C
3955,CC1(CC=NO1)C=C
3956,CC1(CC=NO1)C#C
3957,CC1CC(=NO1)C#C
3958,CC1=CC(=NO1)C#N
3959,CC1(CC=NO1)C#N
3960,CC1CC(=NO1)C#N
3961,CC1CCN(O1)C=N
3962,CC1(CC=NO1)C=O
3963,CC1CCN(O1)C=O
3964,CC1CC(NO1)=NO
3965,CC1=C(C)N(O)C=C1
3966,CC1=C(C)C=C(N)O1
3967,CC1CC=NOC1C
3968,CC1=C(N)N(O)C=C1
3969,CC1=C(N)OC(N)=C1
3970,CC1=CCN(O)C1=N
3971,CC1C=CN(O)C1=N
3972,CC1CCN(O)C1=N
3973,CC1=CC=NOC1=O
3974,CC1=C(O)N(O)C=C1
3975,CC1=C(O)OC(N)=C1
3976,C=C1CC=NOC1=O
3977,CC1=CCN(O)C1=O
3978,CC1(C)C=NOC1=O
3979,CC1(C)CN(O)C1=O
3980,CC1C=CN(O)C1=O
3981,CC1C(=O)ON=C1C
3982,CC1C(CN)OC1=O
3983,CC1CC=NOC1=O
3984,CC1CCN(O)C1=O
3985,CC1=C(CN)OCC1
3986,CC1=CC=NOCC1
3987,CC1=CC=NOC=N1
3988,CC1(C)CN(O)C=N1
3989,CC1C=CN(O)C=N1
3990,CC1CCN(O)C=N1
3991,C=C1CC=NOCO1
3992,CC1=C(CN)OCO1
3993,CC1=CC=NOCO1
3994,CC1CC=NOCO1
3995,CC1C(C=NO)N1C
3996,CC1=CC(NO)=NO1
3997,CC1CC(NO)=NO1
3998,CC1=CC(ON1)=NO
3999,CC1(CCO1)C1CN1
4000,CC1CC(O1)C1CN1
4001,CC1(CC#N)CCO1
4002,CC1(CCO1)C=NN
4003,CC1(CCO1)C(N)=N
4004,CC1CC(O1)C=NN
4005,CC1CC(O1)C(N)=N
4006,CC1(CCO1)C=NO
4007,CC1(CCO1)C(N)=O
4008,CC1CC(O1)C=NO
4009,CC1CC(O1)C(N)=O
4010,CC1=C(CN)OC=C1
4011,CC1=C(OC=C1)C#N
4012,CC1CCOC1CN
4013,C=C1C=COC1C#N
4014,C=C1CCOC1C#N
4015,CC1=CCOC1CN
4016,CC1=C(COC1)C#N
4017,CC1=CC(OC1)C#N
4018,CC1=CCOC1C#N
4019,CC1(C)COC1CN
4020,CC1(C)C(O)C1CN
4021,CC1(C)C(O)C1(C)N
4022,CC1(C)C(O)C1C#N
4023,CC1(C)COC1C#N
4024,CC1(CC(=O)C1)C#N
4025,CC1(CC(O)C1)C#N
4026,CC1(CCOC1)C#N
4027,CC1C=COC1CN
4028,CC1C=COC1C#N
4029,CC1C(C=O)C1C#N
4030,CC1C(CO)C1(C)N
4031,CC1C(CO)C1C#N
4032,CC1CC(=O)C1C#N
4033,CC1CC(O)C1CN
4034,CC1CC(O)(C1)C#N
4035,CC1CC(O)C1(C)N
4036,CC1CC(O)C1C#N
4037,CC1CCOC1C#N
4038,CC1=CC(OC1)=NN
4039,CC1=CCOC1=NN
4040,CC1C=COC1=NN
4041,CC1CCOC1=NN
4042,CC1=CC(OC1)=NO
4043,CC1=CCOC1=NO
4044,CC1C=COC1=NO
4045,CC1CCOC1=NO
4046,CC1=CC(=O)C2CN12
4047,CC1CC(=O)C2CN12
4048,CC1CC(O)C2CN12
4049,C=C1CC(=O)C2NC12
4050,CC1=CC(=O)C2NC12
4051,CC1=CC(O)C2NC12
4052,CC1CC(=O)C2NC12
4053,CC1CC(O)C2NC12
4054,CC1CCOCC1N
4055,CC1=CCOCC1N
4056,CC1=CC(=O)C=C1N
4057,CC1=CC(O)CC1N
4058,CC1(C)COCC1N
4059,CC1(CCO)CC1N
4060,CC1C=COCC1N
4061,CC1CC(=O)C=C1N
4062,CC1CC(O)CC1N
4063,CC1=CC(O)=CC=N1
4064,CC1CCOCCN1
4065,CC1=CC(=O)CCN1
4066,CC1=CC(=O)C(C)=N1
4067,CC1(C)COCCN1
4068,CC1(CCO)CCN1
4069,CC1CC(=O)CCN1
4070,CC1CC(=O)C=CN1
4071,CC1CC(=O)C(C)N1
4072,CC1CC(O)CCN1
4073,CC1CC(O)C(C)N1
4074,CC1=CC(O)=C(C)N1
4075,CN1C=C(O)C=C1C
4076,CC1C(CO)CN1C
4077,CC1CC(=O)CN1C
4078,CC1CC(O)CN1C
4079,CC1=CC(O)=CN1N
4080,CC1=CC(O)=CN1O
4081,CC1=C(CO)CNC1
4082,CC1=CC(=O)CNC1
4083,CC1=CC(O)CNC1
4084,CC1=CC(O)C(N)C1
4085,CC1(CCO)CNC1
4086,CC1CC(O)(CN)C1
4087,CC1=NC(=N)OC=C1
4088,CC1=CC(O)=CN=N1
4089,C=C1CC(=O)C(=N)N1
4090,C=C1CCOC(=N)N1
4091,CC1=CC(=O)C(=N)N1
4092,CC1=CC(O)C(=N)N1
4093,CC1=CCOC(=N)N1
4094,CC1(C)COC=NN1
4095,CC1(C)COC(=N)N1
4096,CC1CC(=O)C=NN1
4097,CC1CC(=O)C(=N)N1
4098,CC1CC(O)C=NN1
4099,CC1CC(O)C(=N)N1
4100,CC1CCOC=NN1
4101,CC1CCOC(=N)N1
4102,CC1=CC(=O)C=NN1
4103,CC1=CC(O)=C(N)N1
4104,CC1=CC(=O)C=NO1
4105,CC1=CC(O)=C(N)O1
4106,CC1(C)COC=NO1
4107,CC1CC(=O)C=NO1
4108,CC1CC(O)C=NO1
4109,CC1CCOC=NO1
4110,CC1=NC(=O)OC=C1
4111,C=C1CC(=O)C(=O)N1
4112,C=C1CCOC(=O)N1
4113,CC1=CC(=O)C(=O)N1
4114,CC1=CC(O)C(=O)N1
4115,CC1=CCOC(=O)N1
4116,CC1(C)COC(=O)N1
4117,CC1CC(=O)C(=O)N1
4118,CC1CC(O)C(=O)N1
4119,CC1CCOC(=O)N1
4120,CC1=CC(O)=C(O)N1
4121,CC1=NOC(=C1)C#C
4122,CC1(CC(=O)N1)C=C
4123,CC1(CC(=O)N1)C#C
4124,CC1CC(=O)N1C=C
4125,CC1=NOC(=C1)C#N
4126,C=C1CCON1C=N
4127,CC1=CCON1C=N
4128,CC1(CC(=O)N1)C#N
4129,CC1C(C=O)N1C=N
4130,CC1C(CO)N1C=N
4131,CC1CC(=O)N1C=N
4132,CC1CCON1C=N
4133,C=C1CCON1C=O
4134,CC1=CCON1C=O
4135,CC1(CC(=O)N1)C=O
4136,CC1C(C=O)N1C=O
4137,CC1C(CO)N1C=O
4138,CC1CC(=O)N1C=O
4139,CC1CCON1C=O
4140,CC1C(C=O)N1N=C
4141,CC1C(CO)N1N=C
4142,CC1CC(=O)N1N=C
4143,C=C1CC(=O)N2CC12
4144,CC1=CC(=O)N2CC12
4145,CC1CC(=O)N2CC12
4146,C=C1CC(=O)NC1=C
4147,CC1=CC(=O)N=C1C
4148,CC1=CC(=O)NC1=C
4149,CC1=CCON=C1C
4150,CC1CC(=O)NC1C
4151,CC1CC(=O)NC1=C
4152,CC1CCON=C1C
4153,C=C1CC(=O)NC1=N
4154,C=C1CCONC1=N
4155,CC1=CC(=O)NC1=N
4156,CC1=CCONC1=N
4157,CC1(C)CONC1=N
4158,CC1CC(=O)NC1=N
4159,CC1CCONC1=N
4160,C=C1CC(=O)NC1=O
4161,C=C1CCONC1=O
4162,CC1=CC(=O)NC1=O
4163,CC1=CCONC1=O
4164,CC1(C)CONC1=O
4165,CC1C(CO)NC1=O
4166,CC1CC(=O)NC1=O
4167,CC1CCONC1=O
4168,CN1C=C(C)C=C1O
4169,C=C1CC(=O)NC=C1
4170,C=C1CCON=CC1
4171,CC1=CC(=O)NCC1
4172,CC1=CCON=CC1
4173,CC1(C)CON=CC1
4174,CC1CC(=O)NC=C1
4175,CC1CCON=CC1
4176,CC1=CC(=O)NC=N1
4177,CN1N=C(C)C=C1O
4178,C=C1CC(=O)NC=N1
4179,C=C1CCON=CN1
4180,CC1=CCON=CN1
4181,CC1(C)CON=CN1
4182,CC1CC(=O)N(C)N1
4183,CC1CC(=O)NC=N1
4184,CC1CCON=CN1
4185,CN1NC(C)=CC1=O
4186,CC1=CC(=O)N=CO1
4187,CN1OC(C)=CC1=O
4188,C=C1CCON=CO1
4189,CC1=CCON=CO1
4190,CC1(C)CON=CO1
4191,CC1CC(=O)N(C)O1
4192,CC1CCON=CO1
4193,CC1=C(C)C=C(O)N1
4194,CC1=C(N)NC(O)=C1
4195,CC1=C(O)NC(O)=C1
4196,CN1NC(=O)C=C1C
4197,CC1CC(=O)NN1C
4198,CC1=CC(=O)NN1O
4199,CC1=CN(N)C(O)=C1
4200,C=C1CC(=O)NN=C1
4201,CC1=CC(=O)NNC1
4202,CC1=CC(=O)N(N)C1
4203,CC1CC(=O)NN=C1
4204,CC1=CC(=O)N=NO1
4205,CC1=CC(=O)N(N)O1
4206,CC1=CN(O)C(O)=C1
4207,CC1=CC(=O)NOC1
4208,CC1=CC(=O)N(O)C1
4209,CC1=NN(O)C(O)=C1
4210,CC1=CC(=O)N(O)N1
4211,CC1=C(N)OC(O)=C1
4212,CC1=CC(=O)OC=N1
4213,CN1OC(=O)C=C1C
4214,CC1=CC(=O)ON1N
4215,C=C1CC(=O)ON=C1
4216,CC1CC(=O)ON=C1
4217,CC1=CC(=O)ON=N1
4218,CC1CN1C1CC1O
4219,CC1(CN1)C1CC1O
4220,CC1(CN1)C1CCO1
4221,CC1(CN1)C1(C)CO1
4222,CC1CN1C1COC1
4223,CC1(CN1)C1COC1
4224,CC1(CN1)C1(O)CC1
4225,CC1CN1CC1CO1
4226,CC1(CC2CO2)CN1
4227,CC1CN1CCCO
4228,CC1C(N1C)C(C)=O
4229,CC1CN1C=CC=O
4230,CC(C=O)N1CC1C
4231,CC1CN1CC(C)=O
4232,CC1CN1CCC=O
4233,CC1(CC(N)=O)CN1
4234,CC1C(N1C)C(N)=O
4235,CC1CN1C(C)=NO
4236,CC1CN1CC=NO
4237,CC1CN1CC(N)=O
4238,CC1(CC(O)=O)CN1
4239,CC1C(N1C)C(O)=O
4240,CC1CN1CC(O)=O
4241,CC1(CN1)C(N)CO
4242,CC1CN1C=NC=O
4243,CC1CN1C(=N)CO
4244,CC1CN1C(=N)C=O
4245,CC1(CN1)C(O)C=C
4246,CC1(CN1)C(O)C#C
4247,CC1(COC=C)CN1
4248,CC1CN1C(=O)C=C
4249,CC1CN1C(=O)C#C
4250,CC1(CN1)C(O)CN
4251,CC1(CN1)C(O)C#N
4252,CC1CN1C(=O)CN
4253,CC1CN1C(=O)C#N
4254,CC1(CN1)C(O)CO
4255,CC1(CN1)C(O)C=O
4256,CC1(COC=O)CN1
4257,CC1CN1C(=O)CO
4258,CC1CN1C(=O)C=O
4259,CC1(CON=C)CN1
4260,CC1CN1C(=O)NO
4261,CC1CN1N=CCO
4262,CC1CN1N=CC=O
4263,CC1CN1N(C)C=O
4264,CC1CN1NC(C)=O
4265,CC1CN2CC1(O)C2
4266,CC1CN2CC2C1O
4267,C=C1CN2CC2C1=O
4268,CC1=CN2CC2C1=O
4269,CC1CN2CC2C1=O
4270,CC1CN2CC2CO1
4271,C=C1CN2CC2CO1
4272,C=C1CN2CC(C2)O1
4273,CC1CN2CC(C2)O1
4274,CC1CNC1C1CO1
4275,CC1(C)NC1C1CO1
4276,CC1(CNC1)C1CO1
4277,CC1C(N)C1C1CO1
4278,CC1CNC1CCO
4279,CC1(C)NC1CCO
4280,CC1(C)NC1(C)CO
4281,CC1(C)NC1CC=O
4282,CC1(CC=O)CNC1
4283,CC1C(N)C1CCO
4284,CC1C(N)C1(C)CO
4285,CC1CN(C1)C(C)=O
4286,CC1CNC1(C)CO
4287,CC1CNC1(C)C=O
4288,CC1CNC1C(C)=O
4289,CC1CNC1CC=O
4290,CC1(C)NC1C(N)=O
4291,CC1(CNC1)C=NO
4292,CC1(CNC1)C(N)=O
4293,CC1C(N)C1C=NO
4294,CC1C(N)C1C(N)=O
4295,CC1CN(C1)C=NO
4296,CC1CN(C1)C(N)=O
4297,CC1CNC1C=NO
4298,CC1CNC1C(N)=O
4299,CC1(C)NC1C(O)=O
4300,CC1(CNC1)C(O)=O
4301,CC1C(N)C1C(O)=O
4302,CC1CNC1C(O)=O
4303,CC1(CNC1)NC=O
4304,CC1C(N)C1(N)CO
4305,CC1C(N)C1NC=O
4306,CC1CN(C1)NC=O
4307,CC1(CNC1=O)C=C
4308,CC1(CNC1=O)C#C
4309,CC1(CNC1)OC=C
4310,CC1C(N)C1(O)C=C
4311,CC1C(N)C1(O)C#C
4312,CC1C(N)C1OC=C
4313,CC1C(NC1=O)C=C
4314,CC1C(NC1=O)C#C
4315,CC1(CNC1=O)C#N
4316,CC1C(N)C1(O)CN
4317,CC1C(NC1=O)C#N
4318,CC1(CNC1=O)C=O
4319,CC1(CNC1)OC=O
4320,CC1C(N)C1(O)CO
4321,CC1C(N)C1OC=O
4322,CC1C(NC1=O)C=O
4323,CC1(CNC1)ON=C
4324,CC1C(N)C1ON=C
4325,CC1CNC2CC12O
4326,CC1C2CC(O2)C1N
4327,CC1CNC2CC2O1
4328,C=C1CNC2CC2O1
4329,CC1CNC2COC12
4330,C=C1CNC2COC12
4331,CC1CNC2C(O)C12
4332,CC1CNCC11CO1
4333,C=C1CNCC11CO1
4334,CC1CNCC1CO
4335,C=C1C=NC=C1C=O
4336,C=C1CNC=C1C=O
4337,C=C1CNC(C1)C=O
4338,C=C1CNCC1C=O
4339,CC1=CN=CC1=CO
4340,CC1=CN(CC1)C=O
4341,CC1(C)NCC1CO
4342,CC1(C)NCC1(C)O
4343,CC1(C)NCC1C=O
4344,CC1(CN)CC1CO
4345,CC1C(N)CC1CO
4346,CC1C(N)CC1(C)O
4347,CC1CN(C)C1CO
4348,CC1CN(C)C1C=O
4349,CC1CNC=C1C=O
4350,CC1CNC(C1)C=O
4351,CC1CNCC1(C)O
4352,CC1CNCC1C=O
4353,CC1=CN=C(C1)NO
4354,CC1CN=C(C1)NO
4355,CC1CNCC1=NO
4356,CC1CNCC2OC12
4357,C=C1CNCC2OC12
4358,CC1(C)NCC2OC12
4359,CC1C2OC2CC1N
4360,CC1=CN=CC=C1O
4361,CN1C=C(C)C(O)=C1
4362,CC1CNCCC1O
4363,C=C1C=NC=CC1=O
4364,C=C1CNC=CC1=O
4365,C=C1CNCCC1=O
4366,CC1=C(N)C=CC1=O
4367,CC1=C(N)CCC1=O
4368,CC1=CN=C(C)C1=O
4369,CC1=CNCCC1=O
4370,CC1(C)NCCC1O
4371,CC1(C)NC=CC1=O
4372,CC1(C)NCCC1=O
4373,CC1(CN)CCC1O
4374,CC1C(N)CCC1O
4375,CC1C(N)C=CC1O
4376,CC1C(N)C(C)C1O
4377,CC1CN(C=C)C1=O
4378,CC1CN(C)CC1O
4379,CC1CN(C)CC1=O
4380,CC1CNC=CC1=O
4381,CC1CNC(C)C1O
4382,CC1CNC(C)C1=O
4383,CC1CNCCC1=O
4384,CC1=CN=C(O1)C=C
4385,CC1CNCCCO1
4386,C=C1CNCCCO1
4387,C=C1CNCC=CO1
4388,C=C1CNCC(=C)O1
4389,CC1(CN)CCCO1
4390,CC1(CN)CC=CO1
4391,CC1CN(C)CCO1
4392,CC1CNCC=CO1
4393,CC1CNCC(=C)O1
4394,CC1CNCC(C)O1
4395,CC1=CN=C(C)N1O
4396,CC1=C(N)C=CN1O
4397,CC1CN=C(C)N1O
4398,CC1=CN=C(CN)O1
4399,CN1C=C(C)OC1=N
4400,CC1(CN)CC=NO1
4401,CC1CN=C(C)NO1
4402,CC1CN(C)C=NO1
4403,CC1CN(C)C(=N)O1
4404,CC1CNCC=NO1
4405,CC1=CN=CC(O)=C1
4406,CC1CNCCOC1
4407,C=C1CNCCOC1
4408,C=C1CNCC(=O)C1
4409,CC1(CN)CCOC1
4410,CC1(CN)CC(O)C1
4411,CC1CN(C)C(=O)C1
4412,CC1CN(CC=O)C1
4413,CC1CN(CCO)C1
4414,CC1CNC(CO)C1
4415,CC1CNCC(=O)C1
4416,CC1CNCC(O)C1
4417,CC1=CN=CC(=O)N1
4418,CN1C=C(C)NC1=O
4419,C=C1CNCC(=O)N1
4420,CC1(CN)CC(=O)N1
4421,CC1CN=C(CO)N1
4422,CC1CN(C)C(=O)N1
4423,CC1CNCC(=O)N1
4424,CC1=CN=C(CO)N1
4425,CN1C=C(C)NC1=O
4426,CC1=CN=CC(=O)O1
4427,CC1=CN=C(O1)C=O
4428,CC1=CN=C(CO)O1
4429,CN1C=C(C)OC1=O
4430,C=C1CNCC(=O)O1
4431,CC1(CN)CC(=O)O1
4432,CC1CN(C)C(=O)O1
4433,CC1CNCC(=O)O1
4434,CC1=CN=CN1C=O
4435,C=C1CN=C(N1)C=O
4436,C=C1CN=CN1C=O
4437,CC1(CN=CN1)C=O
4438,CC1(CN)CN1C=O
4439,CC1C(N)CN1C=O
4440,CC1CN=C(N1)C=O
4441,CC1CN=CN1C=O
4442,CC1=CN=CNC1=O
4443,CN1NC(=O)C(C)=C1
4444,C=C1C=NC=NC1=O
4445,C=C1C=NC(=N)C1=O
4446,C=C1CN=CNC1=O
4447,C=C1CNC(=N)C1=O
4448,CC1=C(N)C=NC1=O
4449,CC1=C(N)CNC1=O
4450,CC1=CN=C(N)C1=O
4451,CC1=CNC(=N)C1O
4452,CC1(C)N=CNC1=O
4453,CC1(CN)C(N)C1O
4454,CC1(CN)CNC1=O
4455,CC1C(N)C(N)C1O
4456,CC1C(N)CNC1=O
4457,CC1CN=C(N)C1=O
4458,CC1CN=CNC1=O
4459,CC1CN(C=N)C1=O
4460,CC1CN(C)NC1=O
4461,CC1CNC(=N)C1O
4462,C=C1CNC(=N)CO1
4463,CC1=CNC(=N)CO1
4464,CC1(CNC=N)CO1
4465,CC1CN=CN(C)O1
4466,CC1CN(C)N=CO1
4467,CC1CNC(=N)CO1
4468,CC1=C(O)NC=C1N
4469,CC1=COC(=N)N=C1
4470,C=C1CNC=NOC1
4471,C=C1CNC(=N)OC1
4472,CC1=CN=CNOC1
4473,CC1=CNC(=N)OC1
4474,CC1CN=CN(O)C1
4475,CC1CNC=NOC1
4476,CC1CNC(=N)OC1
4477,CC1CN=C(NO)O1
4478,CC1=CN=C(O1)C#C
4479,CC1=CN=C(O1)C#N
4480,CC1CNC(O1)=NO
4481,C=C1C=NC(=O)C1=C
4482,C=C1CNC(=O)C1=C
4483,CC1=CNC(=O)C1=C
4484,CC1C(N)COC1=C
4485,CC1CN(C=O)C1C
4486,CC1CNC(=O)C1C
4487,CC1CNC(=O)C1=C
4488,CC1=C(N)OC=C1N
4489,CC1=CNC(=O)C1N
4490,CC1=CNC(=O)C1=N
4491,CC1(C)NC(=O)C1N
4492,CC1C(N)C(O)C1N
4493,CC1CNC(=O)C1N
4494,CC1=CN=COC1=O
4495,CN1OC(=O)C(C)=C1
4496,CC1=C(O)OC=C1N
4497,C=C1C=NC(=O)C1=O
4498,C=C1CNC(=O)C1=O
4499,CC1=C(N)COC1=O
4500,CC1=CNC(=O)C1O
4501,CC1=CNC(=O)C1=O
4502,CC1(C)NC(=O)C1O
4503,CC1(CN)C(O)C1O
4504,CC1(CN)COC1=O
4505,CC1C(N)C(O)C1O
4506,CC1C(N)COC1=O
4507,CC1CN(C=O)C1=O
4508,CC1CNC(=O)C1O
4509,CC1CNC(=O)C1=O
4510,C=C1CN(C=O)C=C1
4511,C=C1CNC(=O)C=C1
4512,CC1=CNC(=O)CC1
4513,CC1(C)NC(=O)C=C1
4514,CC1(CN)COC=C1
4515,CC1CN(C=O)C=C1
4516,CC1CNC(=O)C=C1
4517,CC1=CNC(=O)C=N1
4518,CC1=CN(C=O)C=N1
4519,CC1(CNC=O)CN1
4520,CC1CN(C=O)C=N1
4521,CC1CNC(=O)CN1
4522,C=C1CNC(=O)CO1
4523,CC1=CNC(=O)CO1
4524,CC1(CN)COCO1
4525,CC1(CNC=O)CO1
4526,CC1CNC(=O)CO1
4527,CN1C(=O)NC=C1C
4528,CC1C(N)C(=O)N1C
4529,CC1CNC(=O)N1C
4530,CC1=CNC(=O)N1O
4531,CC1C(N)C(=O)N1O
4532,CC1CNC(=O)N1O
4533,CC1=CNC(=O)N=C1
4534,C=C1C=NC(=O)N=C1
4535,C=C1CN(C=O)N=C1
4536,C=C1CNC(=O)NC1
4537,CC1=C(N)CON=C1
4538,CC1=CN=CON=C1
4539,CC1=CNC(=O)NC1
4540,CC1(CN)CON=C1
4541,CC1CN(C=O)N=C1
4542,CC1CNC(=O)NC1
4543,CC1=CNC(=O)N=C1
4544,CC1CNC(=O)NO1
4545,CC1=COC(=O)N=C1
4546,C=C1CNC(=O)OC1
4547,CC1=CNC(=O)OC1
4548,CC1CNC(=O)OC1
4549,CC1=NOC(=O)N=C1
4550,CC1=CNC=C1CO
4551,CC1=CNC(=C1)N=O
4552,CC1=CNC=C1N=O
4553,CC1=CNC(C)=C1O
4554,CC1=CNC(CO)=C1
4555,CC1=CNC(C=O)=N1
4556,CC1=CNC(N)=C1O
4557,CC1=CNC(O1)=NO
4558,CC1=CNC(O)=C1C
4559,CC1=CNC(O)=C1N
4560,CC1=CNC(O)=C1O
4561,CN1C(=O)NC=C1C
4562,CC1=CNC(=O)N1O
4563,CC1=CNN=C1CO
4564,CC1=CNN=CC1=O
4565,CN1NC=C(C)C1=O
4566,CC1=CNN(O)C1=O
4567,CC1=CNOC1=NO
4568,C=C1C=NN=C1C=O
4569,C=C1C=NNC1C=O
4570,C=C1CNN=C1C=O
4571,C=C1CNN(C1)C=O
4572,CC1=CN=NC1=CO
4573,CC1=CN(NC1)C=O
4574,CC1(CN)NC1CO
4575,CC1(CNN=C1)C=O
4576,CC1C=NNC1CO
4577,CC1C=NN=C1CO
4578,CC1C=NN=C1C=O
4579,CC1C=NNC1C=O
4580,CC1CNN=C1CO
4581,CC1CNN=C1C=O
4582,CC1CNN(C1)C=O
4583,CC1=CN=NC=C1O
4584,CN1N=CC(C)=C1O
4585,CC1=CN(N)C=C1O
4586,C=C1C=NN=CC1=O
4587,C=C1C=NNCC1=O
4588,C=C1C(=N)N=CC1=O
4589,C=C1C(=N)NCC1=O
4590,C=C1CNN=CC1=O
4591,CC1=C(N)N=CC1=O
4592,CC1(C)NN=CC1O
4593,CC1(C)NN=CC1=O
4594,CC1(CN)NCC1O
4595,CC1C=NNCC1O
4596,CC1C=NN=CC1O
4597,CC1C=NN(C)C1=O
4598,CC1C=NNCC1=O
4599,CC1C(=N)NCC1=O
4600,CC1CN(N=C)C1=O
4601,CC1CNN=CC1O
4602,CC1CNN=CC1=O
4603,CC1CNN(C)C1=O
4604,C=C1CNN=CCO1
4605,CC1(CNN=C)CO1
4606,CC1CNN=CCO1
4607,CC1CNN=C(C)O1
4608,CC1=CN=NC(O)=C1
4609,CC1=CN(C=O)N=C1
4610,C=C1CNN=COC1
4611,C=C1CNNC(=O)C1
4612,CC1=CN(N)C(=O)C1
4613,CC1CN(N)C(=O)C1
4614,CC1CNN=COC1
4615,CC1CNNC(=O)C1
4616,CC1=CN=NC(=O)O1
4617,CC1=CN(N)C(=O)O1
4618,CC1CN(N)C(=O)O1
4619,CC1CNNC(=O)O1
4620,CC1=C(N)NC=C1O
4621,CC1=C(N)NOC1=O
4622,CC1=C(C)N(O)N=C1
4623,CC1=CN=NOC1=O
4624,CC1=C(O)N(O)N=C1
4625,CC1=CN(N)OC1=O
4626,CC1=C(O)ON=C1N
4627,C=C1C(=N)NOC1=O
4628,CC1C(=N)NOC1=O
4629,C=C1C=NOC11CC1
4630,CC1C=NOC11CC1
4631,CC1=C(ON=C1)C=C
